src,dst,resource,value,weight
UGA,MUS,Agricultural products,378.948,236.831
UGA,MEX,Agricultural products,4324.34511,2276.62233
UGA,MEX,Fossil fuels,103.441,72.328
UGA,MEX,Metals and minerals,10.52,41.916
UGA,MDA,Agricultural products,7.591,0.2
UGA,MAR,Agricultural products,5626.15829,2786.92764
UGA,MAR,Metals and minerals,5.729,0.2
UGA,MOZ,Metals and minerals,0.208,0.055
UGA,OMN,Agricultural products,915.7264892,550.90872883
UGA,NPL,Agricultural products,496.375,219.301
UGA,NLD,Agricultural products,98350.16803307,21903.11314875
UGA,NLD,Fertilizers,0.324,0.475
UGA,NLD,Forestry products,0.908,1.995
UGA,NLD,Fossil fuels,5.671,18.064
UGA,NLD,Metals and minerals,335.61432333,71.95879146
UGA,NLD,Pearls and gemstones,NA,NA
UGA,NZL,Agricultural products,839.289938,101.7577086
UGA,NER,Metals and minerals,0.1,0.003
UGA,NGA,Agricultural products,1275.69,417.971
UGA,NOR,Agricultural products,1311.037999,228.1569257
UGA,PAK,Agricultural products,6688.337854,3751.9357269
UGA,PAK,Forestry products,45.696,38.305
UGA,PAK,Metals and minerals,49.70593558,178.1972124
UGA,PHL,Agricultural products,17.966,13.836
UGA,POL,Agricultural products,12231.7354791,4880.36304109
UGA,PRT,Agricultural products,22714.813306,9250.61480789
UGA,PRT,Metals and minerals,0.212,0.04
UGA,QAT,Agricultural products,1545.811745,917.0928537
UGA,ROU,Agricultural products,7214.397127,3586.9557472
UGA,RUS,Agricultural products,12877.39743,3578.91655
UGA,RUS,Metals and minerals,504.455,57.997
UGA,RWA,Agricultural products,66103.61055043,124741.78348707
UGA,RWA,Fertilizers,1239.65611076,2223.4927301
UGA,RWA,Forestry products,2261.43179509,2988.23904277
UGA,RWA,Fossil fuels,967.3828963,875.39768415
UGA,RWA,Metals and minerals,50454.91098528,356529.08793734
UGA,SAU,Agricultural products,1321.838,237.676
UGA,SAU,Metals and minerals,26.056,132
UGA,SRB,Agricultural products,4058.272,1933.319
UGA,SYC,Agricultural products,165.8655548,328.6280099
UGA,IND,Agricultural products,53275.76121352,38937.37626067
UGA,IND,Forestry products,8221.4611567,14199.239884
UGA,IND,Metals and minerals,779.34696592,326.827
UGA,SGP,Agricultural products,22303.63247,12798.865526
UGA,SVK,Agricultural products,221.435,107.787
UGA,SVK,Metals and minerals,2.588,4.54
UGA,VNM,Agricultural products,1624.983,1223.455
UGA,SVN,Agricultural products,1757.335,878.694
UGA,SVN,Metals and minerals,116.891,308
UGA,SOM,Fossil fuels,0.562,0.164
UGA,ZAF,Agricultural products,5385.43149049,3784.51284942
UGA,ZAF,Forestry products,0.125,0.017
UGA,ZAF,Metals and minerals,0.90128713,2.562
UGA,ZWE,Agricultural products,0.065,0.003
UGA,ESP,Agricultural products,35692.367859,15187.084294
UGA,ESP,Metals and minerals,319.767393,1333.89515
UGA,SSD,Agricultural products,95545.899,249152.698
UGA,SSD,Fertilizers,49.603,37.5
UGA,SSD,Forestry products,192.886,269.598
UGA,SSD,Fossil fuels,755.677,708.616
UGA,SSD,Metals and minerals,17603.915,60836.574
UGA,SDN,Agricultural products,56448.071,33805.403
UGA,SDN,Forestry products,156.229,7.8
UGA,SDN,Metals and minerals,1420.781,560.115
UGA,SWZ,Agricultural products,241.161,133.99
UGA,SWE,Agricultural products,6158.94144551,2455.02666687
UGA,CHE,Agricultural products,34253.75388432,14770.38552557
UGA,CHE,Metals and minerals,0.07,0.241
UGA,SYR,Agricultural products,282.99,100
UGA,THA,Agricultural products,1189.36348,748.62828
UGA,THA,Metals and minerals,1169.873,130.454
UGA,THA,Pearls and gemstones,7.906,0.008
UGA,TGO,Agricultural products,10.95,20.056
UGA,ARE,Agricultural products,19947.10145928,49582.21346665
UGA,ARE,Forestry products,77.722,176.745
UGA,ARE,Fossil fuels,1.62763276,4.8218983
UGA,ARE,Metals and minerals,366390.924,248.794
UGA,TUN,Agricultural products,7091.78508,3377.33759
UGA,TUR,Agricultural products,9691.3050905,2794.67318809
UGA,TUR,Metals and minerals,1112.12,25.966
UGA,UKR,Agricultural products,179.032,96
UGA,MKD,Agricultural products,472.477,230.532
UGA,EGY,Agricultural products,2082.252299,687.7626053
UGA,GBR,Agricultural products,24391.829893,10198.1137504
UGA,GBR,Fossil fuels,0.232,0.025
UGA,GBR,Metals and minerals,241.251804,135.8389223
UGA,TZA,Agricultural products,14274.07465148,18404.5088747
UGA,TZA,Forestry products,2163.81050263,3377.9474631
UGA,TZA,Fossil fuels,207.764485,302.457604
UGA,TZA,Metals and minerals,15741.85753354,16759.16344448
UGA,USA,Agricultural products,31779.5366742,15386.65533635
UGA,USA,Forestry products,12.9809056,22.7408512
UGA,USA,Metals and minerals,34.316,24.093
UGA,YEM,Agricultural products,17.845,25.75
UGA,ZMB,Agricultural products,11.555,18
UKR,AFG,Agricultural products,149.923,318.856
UKR,AFG,Fossil fuels,1083.918,777.785
UKR,ALB,Agricultural products,5432.645,8414.845
UKR,ALB,Fertilizers,9451.238,39949.819
UKR,DZA,Agricultural products,144195.063,558809.992
UKR,DZA,Fertilizers,5168.801,20484.143
UKR,DZA,Metals and minerals,83721.38,240205.697
UKR,AZE,Agricultural products,52661.833,68038.835
UKR,AZE,Forestry products,5184.217,5605.378
UKR,AZE,Fossil fuels,60.591,337.548
UKR,AZE,Metals and minerals,24276.462,36910.914
UKR,ARG,Agricultural products,21.554,18.224
UKR,ARG,Fossil fuels,11.8,0.158
UKR,ARG,Metals and minerals,210.172,215.582
UKR,AUS,Agricultural products,8205.751,9341.639
UKR,AUS,Fertilizers,1420.656,6119.715
UKR,AUS,Forestry products,159.155,106.777
UKR,AUS,Fossil fuels,0.833,0.031
UKR,AUS,Metals and minerals,326.612,324.009
UKR,BHR,Agricultural products,1437.816,2177.734
UKR,BHR,Forestry products,27.254,35.906
UKR,BHR,Fossil fuels,28.704,16.126
UKR,BHR,Metals and minerals,2203.682,3302.325
UKR,ARM,Agricultural products,24650.065,23041.605
UKR,ARM,Forestry products,586.679,1724.409
UKR,ARM,Fossil fuels,0.697,0.009
UKR,ARM,Metals and minerals,12218.556,26795.266
UKR,ARM,Pearls and gemstones,2.628,0.006
UKR,BRB,Agricultural products,1.164,0.363
UKR,BRB,Metals and minerals,3.295,0.159
UKR,BEL,Agricultural products,178640.776,708546.756
UKR,BEL,Fertilizers,5229.731,24589.128
UKR,BEL,Forestry products,20856.544,44712.097
UKR,BEL,Fossil fuels,7742.853,33450.721
UKR,BEL,Metals and minerals,53653.554,97533.183
UKR,BEL,Pearls and gemstones,9.401,0.021
UKR,BOL,Metals and minerals,7.941,2.993
UKR,BIH,Agricultural products,2989.946,3173.702
UKR,BIH,Forestry products,2084.392,4676.607
UKR,BIH,Fossil fuels,618.869,5992.05
UKR,BIH,Metals and minerals,4567.039,10522.106
UKR,BWA,Agricultural products,1486.932,4224
UKR,BRA,Agricultural products,22.925,33.636
UKR,BRA,Fossil fuels,4614.202,51657.019
UKR,BRA,Metals and minerals,5647.072,12170.21
UKR,BLZ,Agricultural products,0.444,3
UKR,BGR,Agricultural products,13866.023,23026.648
UKR,BGR,Fertilizers,3476.419,13696.09
UKR,BGR,Forestry products,8039.226,23588.27
UKR,BGR,Fossil fuels,33718.735,339630.627
UKR,BGR,Metals and minerals,330975.557,961840.45
UKR,MMR,Agricultural products,12851.749,24534.092
UKR,MMR,Fossil fuels,1833.08,2160.213
UKR,MMR,Metals and minerals,0.542,0.211
UKR,BLR,Agricultural products,327154,826265.11
UKR,BLR,Fertilizers,31.1,113.096
UKR,BLR,Forestry products,6921.1,14136.432
UKR,BLR,Fossil fuels,3891,16870.315
UKR,BLR,Metals and minerals,178301,4394971.339
UKR,KHM,Agricultural products,973.51,4129.394
UKR,KHM,Fossil fuels,12.096,7.2
UKR,CAN,Agricultural products,31302.731,41072.038
UKR,CAN,Fertilizers,2.843,0.261
UKR,CAN,Forestry products,2917.725,2354.999
UKR,CAN,Metals and minerals,3223.392,1990.854
UKR,CAN,Pearls and gemstones,NA,NA
UKR,CPV,Agricultural products,328.634,297.626
UKR,CAF,Agricultural products,1657.478,1271.99
UKR,LKA,Agricultural products,38045.56,71235.159
UKR,LKA,Fertilizers,7036.603,20887.716
UKR,LKA,Forestry products,308.249,395.256
UKR,LKA,Fossil fuels,10.093,56.229
UKR,LKA,Metals and minerals,16785.381,33136.005
UKR,CHL,Agricultural products,98.047,8.46
UKR,CHL,Fertilizers,285.42,1080
UKR,CHL,Fossil fuels,138.654,109.337
UKR,CHL,Metals and minerals,211.044,98.336
UKR,CHN,Agricultural products,1261576.705,3829036.575
UKR,CHN,Forestry products,103034.736,789676.754
UKR,CHN,Fossil fuels,246.444,252.405
UKR,CHN,Metals and minerals,1007745.78,14857621.053
UKR,CHN,Pearls and gemstones,13.781,0.939
UKR,COL,Agricultural products,316.125,284.992
UKR,COL,Fossil fuels,1.421,0.107
UKR,COL,Metals and minerals,42669.616,108634.841
UKR,CRI,Agricultural products,898.991,1857.2
UKR,CRI,Fossil fuels,0.147,0.007
UKR,CRI,Metals and minerals,0.058,0.001
UKR,HRV,Agricultural products,1874.754,1088.791
UKR,HRV,Forestry products,1380.521,2879.642
UKR,HRV,Metals and minerals,346.684,423.288
UKR,CYP,Agricultural products,21892.883,85118.034
UKR,CYP,Forestry products,511.346,2470.377
UKR,CYP,Fossil fuels,25.508,18.865
UKR,CYP,Metals and minerals,804.666,2458.817
UKR,CZE,Agricultural products,18974.146,17197.77
UKR,CZE,Forestry products,14187.572,52714.274
UKR,CZE,Fossil fuels,1773.196,14283.915
UKR,CZE,Metals and minerals,406889.052,5247085.766
UKR,CZE,Pearls and gemstones,0.164,0.001
UKR,BEN,Agricultural products,460.783,1115.985
UKR,BEN,Metals and minerals,829.984,2213.942
UKR,DNK,Agricultural products,14578,11481.587
UKR,DNK,Forestry products,4366.715,12936.162
UKR,DNK,Metals and minerals,14737.046,35359.531
UKR,DOM,Agricultural products,471.328,553.285
UKR,DOM,Fossil fuels,0.125,0.087
UKR,DOM,Metals and minerals,5519.178,10870.403
UKR,ECU,Agricultural products,3520.808,18292.472
UKR,ECU,Fertilizers,NA,NA
UKR,ECU,Fossil fuels,9.272,0.677
UKR,ECU,Metals and minerals,92.867,406.32
UKR,SLV,Fertilizers,214.395,659.563
UKR,SLV,Fossil fuels,56.869,19.177
UKR,ETH,Agricultural products,2304.675,2106.895
UKR,ETH,Forestry products,398.322,615.033
UKR,ETH,Fossil fuels,535.992,993.35
UKR,ETH,Metals and minerals,95365.872,180789.747
UKR,EST,Agricultural products,7844.439,15234.725
UKR,EST,Forestry products,9687.85,14409.455
UKR,EST,Fossil fuels,82.454,51.724
UKR,EST,Metals and minerals,17836.743,39753.925
UKR,FJI,Agricultural products,28.868,25.157
UKR,FIN,Agricultural products,909.347,752.671
UKR,FIN,Forestry products,89.407,299.043
UKR,FIN,Fossil fuels,28.703,14.822
UKR,FIN,Metals and minerals,18659.962,20491.52
UKR,FRA,Agricultural products,433307.362,980225.936
UKR,FRA,Fertilizers,2398.679,9702.884
UKR,FRA,Forestry products,16662.083,14242.468
UKR,FRA,Fossil fuels,4449.093,25235.575
UKR,FRA,Metals and minerals,18367.649,30538.931
UKR,FRA,Pearls and gemstones,25.27,0.001
UKR,GEO,Agricultural products,97726.524,138625.166
UKR,GEO,Fertilizers,27.567,66.572
UKR,GEO,Forestry products,6050.492,25122.837
UKR,GEO,Fossil fuels,17516.696,86420.251
UKR,GEO,Metals and minerals,54589.577,147160.469
UKR,GMB,Agricultural products,15.41,79.83
UKR,GMB,Forestry products,15.048,71.4
UKR,GMB,Metals and minerals,81.906,624.18
UKR,PSE,Agricultural products,28970.664,55774.753
UKR,PSE,Forestry products,407.554,656.129
UKR,PSE,Fossil fuels,167.235,115.916
UKR,PSE,Metals and minerals,18321.767,35685.935
UKR,DEU,Agricultural products,334597.077,719375.739
UKR,DEU,Fertilizers,2.058,2
UKR,DEU,Forestry products,87071.16,333801.836
UKR,DEU,Fossil fuels,12790.888,61334.608
UKR,DEU,Metals and minerals,319431.838,1700173.159
UKR,DEU,Pearls and gemstones,144.232,0.523
UKR,GHA,Agricultural products,2132.217,2824.055
UKR,GHA,Fertilizers,2679.346,9899.448
UKR,GHA,Fossil fuels,190.233,290.006
UKR,GHA,Metals and minerals,19505.031,44699.501
UKR,GRC,Agricultural products,107181.354,285805.405
UKR,GRC,Fertilizers,1262.084,5497.36
UKR,GRC,Forestry products,3998.117,11926.647
UKR,GRC,Fossil fuels,176.267,106.452
UKR,GRC,Metals and minerals,54231.387,136751.725
UKR,GRL,Agricultural products,1.449,0.305
UKR,GUY,Agricultural products,153.258,155.189
UKR,HND,Metals and minerals,8.986,4.621
UKR,HKG,Agricultural products,3893.485,2037.258
UKR,HKG,Forestry products,11.764,45.792
UKR,HKG,Metals and minerals,299.37,78.646
UKR,HKG,Pearls and gemstones,NA,NA
UKR,HUN,Agricultural products,41507.291,89737.825
UKR,HUN,Fertilizers,8893.748,45586.46
UKR,HUN,Forestry products,65919.225,443748.829
UKR,HUN,Fossil fuels,230624.187,875819.954
UKR,HUN,Metals and minerals,168469.431,1074598.523
UKR,ISL,Agricultural products,335.993,1023.237
UKR,ISL,Forestry products,64.154,27.956
UKR,ISL,Metals and minerals,10.647,13.23
UKR,IDN,Agricultural products,509541.56,2519864.665
UKR,IDN,Fertilizers,1571.035,2523.75
UKR,IDN,Forestry products,631.849,1033.488
UKR,IDN,Metals and minerals,15982.727,32475.645
UKR,IRL,Agricultural products,52652.496,285328.984
UKR,IRL,Forestry products,101.457,273.53
UKR,IRL,Metals and minerals,3035.904,8079.35
UKR,IRL,Pearls and gemstones,581.816,1.51
UKR,ISR,Agricultural products,23196,61803.19
UKR,ISR,Fertilizers,1833,5441.146
UKR,ISR,Forestry products,9791,15201.053
UKR,ISR,Metals and minerals,16081,39413.142
UKR,ISR,Pearls and gemstones,NA,NA
UKR,ITA,Agricultural products,748657.659,2411105.997
UKR,ITA,Fertilizers,56965.511,252044.279
UKR,ITA,Forestry products,63457.909,233934.228
UKR,ITA,Fossil fuels,2722.984,23105.303
UKR,ITA,Metals and minerals,1177175.027,4757815.055
UKR,JPN,Agricultural products,40003.46,174045.841
UKR,JPN,Forestry products,65.624,115.937
UKR,JPN,Metals and minerals,144122.318,1355077.043
UKR,JPN,Pearls and gemstones,8.17,0.008
UKR,KAZ,Agricultural products,73633.167,61366.06
UKR,KAZ,Fertilizers,12.722,6.173
UKR,KAZ,Forestry products,370.786,314.918
UKR,KAZ,Fossil fuels,175.628,350.176
UKR,KAZ,Metals and minerals,4125.127,3488.357
UKR,JOR,Agricultural products,94885.163,303344.117
UKR,JOR,Forestry products,937.123,3899.689
UKR,JOR,Fossil fuels,59.349,103.361
UKR,JOR,Metals and minerals,62614.346,175019.849
UKR,KOR,Agricultural products,281465.463,1409020.963
UKR,KOR,Forestry products,14848.924,46126.437
UKR,KOR,Fossil fuels,56.989,1.187
UKR,KOR,Metals and minerals,110432.632,793987.067
UKR,KOR,Pearls and gemstones,11.511,0.001
UKR,KWT,Agricultural products,11682.141,11341.905
UKR,KWT,Fertilizers,5.645,12
UKR,KWT,Forestry products,446.917,857.348
UKR,KWT,Metals and minerals,1593.553,1557.744
UKR,KGZ,Agricultural products,6168.268,9384.857
UKR,KGZ,Forestry products,34.056,51.582
UKR,KGZ,Fossil fuels,37.799,21.079
UKR,KGZ,Metals and minerals,514.017,1134.906
UKR,LBN,Agricultural products,163477.092,569721.834
UKR,LBN,Fertilizers,1435.032,5408.426
UKR,LBN,Forestry products,2016.693,5776.494
UKR,LBN,Fossil fuels,273.161,201.422
UKR,LBN,Metals and minerals,115541.973,326938.98
UKR,LVA,Agricultural products,6470.353,15353.557
UKR,LVA,Fertilizers,26.337,4.697
UKR,LVA,Forestry products,2439.639,7470.428
UKR,LVA,Fossil fuels,225.091,217.34
UKR,LVA,Metals and minerals,36041.158,77461.776
UKR,LTU,Agricultural products,53664.138,123487.467
UKR,LTU,Fertilizers,28.3,196.1
UKR,LTU,Forestry products,45284.015,80663.074
UKR,LTU,Fossil fuels,3714.455,12921.807
UKR,LTU,Metals and minerals,20034.155,157143.4
UKR,LUX,Agricultural products,3.961,0.784
UKR,LUX,Forestry products,468.136,3557.255
UKR,LUX,Metals and minerals,22189.981,27413.185
UKR,MAC,Agricultural products,4.831,2.5
UKR,MDG,Agricultural products,578.84,1421.185
UKR,MDG,Metals and minerals,243.714,488.383
UKR,MYS,Agricultural products,70045.446,219263.263
UKR,MYS,Forestry products,1137.367,664.673
UKR,MYS,Metals and minerals,3993.472,4708.081
UKR,MDV,Agricultural products,611.975,365.696
UKR,MDV,Forestry products,47.391,88.301
UKR,MLI,Agricultural products,2068.282,8028.01
UKR,MLI,Fertilizers,612.231,2077.855
UKR,MLI,Fossil fuels,0.927,0.156
UKR,MLI,Metals and minerals,2016.18,6158.407
UKR,MLT,Agricultural products,1600.472,8038.709
UKR,MLT,Forestry products,4.458,24
UKR,MLT,Fossil fuels,12.337,9.133
UKR,MLT,Metals and minerals,1017.491,2485.06
UKR,MRT,Agricultural products,10279.642,47346.858
UKR,MRT,Metals and minerals,4164.217,7546.133
UKR,MUS,Agricultural products,722.916,1288.744
UKR,MUS,Forestry products,21.004,18.471
UKR,MUS,Metals and minerals,9.143,17.146
UKR,MEX,Agricultural products,46534.233,237128.657
UKR,MEX,Fertilizers,10673.904,50449.82
UKR,MEX,Forestry products,16.765,12.297
UKR,MEX,Fossil fuels,1.67,1.158
UKR,MEX,Metals and minerals,57944.8,234458.365
UKR,MEX,Pearls and gemstones,0.836,0.019
UKR,MNG,Agricultural products,1084.4,1178.104
UKR,MNG,Forestry products,25.081,46.466
UKR,MNG,Metals and minerals,5.538,0.247
UKR,MDA,Agricultural products,52696.279,112732.541
UKR,MDA,Fertilizers,589.683,1975.624
UKR,MDA,Forestry products,28066.076,143208.47
UKR,MDA,Fossil fuels,1693.676,17483.189
UKR,MDA,Metals and minerals,42071.748,401598.363
UKR,MNE,Agricultural products,2937.654,3866.351
UKR,MNE,Forestry products,189.53,482.224
UKR,MNE,Fossil fuels,7.022,19.27
UKR,MNE,Metals and minerals,57.034,62.043
UKR,MAR,Agricultural products,273657.258,1307867.136
UKR,MAR,Fertilizers,2966.396,15013.79
UKR,MAR,Forestry products,270.661,698.736
UKR,MAR,Metals and minerals,29909.993,82903.216
UKR,OMN,Agricultural products,52114.501,106169.761
UKR,OMN,Forestry products,2.276,11.5
UKR,OMN,Metals and minerals,728.705,2000.816
UKR,NAM,Agricultural products,12.091,25.2
UKR,NAM,Metals and minerals,1819.376,16500
UKR,NLD,Agricultural products,637463.47,1946926.455
UKR,NLD,Fertilizers,2.007,2.989
UKR,NLD,Forestry products,22046.404,51167.304
UKR,NLD,Fossil fuels,1948.058,4386.466
UKR,NLD,Metals and minerals,55846.061,151567.223
UKR,NLD,Pearls and gemstones,0.371,0.001
UKR,NZL,Agricultural products,1156.355,1160.11
UKR,NZL,Fossil fuels,13.924,0.244
UKR,NZL,Metals and minerals,116.979,59.88
UKR,NER,Agricultural products,751.391,887.6
UKR,NER,Metals and minerals,293.953,709.275
UKR,NGA,Agricultural products,23874.845,59717.283
UKR,NGA,Fertilizers,3735.251,10932.499
UKR,NGA,Fossil fuels,1.399,0.97
UKR,NGA,Metals and minerals,49616.043,90263.483
UKR,NOR,Agricultural products,2405.09,3321.677
UKR,NOR,Forestry products,2453.991,1159.298
UKR,NOR,Fossil fuels,0.376,0.062
UKR,NOR,Metals and minerals,430.662,253.876
UKR,PLW,Forestry products,0.858,0.943
UKR,PAK,Agricultural products,71408.538,141551.775
UKR,PAK,Forestry products,4173.379,4709.215
UKR,PAK,Fossil fuels,627.02,794
UKR,PAK,Metals and minerals,10191.528,28571
UKR,PRY,Agricultural products,21.622,20.868
UKR,PRY,Fossil fuels,185.004,1483
UKR,PER,Agricultural products,0.221,0.034
UKR,PER,Fossil fuels,7.885,0.222
UKR,PER,Metals and minerals,10375.458,34006.434
UKR,PHL,Agricultural products,189008.148,978519.95
UKR,PHL,Forestry products,276.784,868.67
UKR,PHL,Metals and minerals,186.676,238.302
UKR,POL,Agricultural products,411215.356,1031306.152
UKR,POL,Fertilizers,4296.854,32771.675
UKR,POL,Forestry products,175919.306,738257.63
UKR,POL,Fossil fuels,28452.165,97841.91
UKR,POL,Metals and minerals,709165.07,6555926.548
UKR,POL,Pearls and gemstones,12.895,0.023
UKR,PRT,Agricultural products,188772.459,812125.612
UKR,PRT,Forestry products,1130.152,340.519
UKR,PRT,Metals and minerals,40431.632,113370.332
UKR,QAT,Agricultural products,17964.445,54620.392
UKR,QAT,Fertilizers,11.472,35
UKR,QAT,Forestry products,466.114,768.764
UKR,QAT,Metals and minerals,6470.099,13741.643
UKR,ROU,Agricultural products,43810.741,70826.793
UKR,ROU,Fertilizers,39193.656,178007.391
UKR,ROU,Forestry products,152601.826,1766706
UKR,ROU,Fossil fuels,1005.115,3634.761
UKR,ROU,Metals and minerals,253562.763,2052041.592
UKR,RUS,Agricultural products,72780.7739999999,198994.809
UKR,RUS,Fertilizers,746.546,1971.974
UKR,RUS,Forestry products,7589.122,6991.591
UKR,RUS,Fossil fuels,84929.133,1218516.11
UKR,RUS,Metals and minerals,949385.169,7163927.832
UKR,RUS,Pearls and gemstones,8.158,0.013
UKR,RWA,Agricultural products,1162.927,1844.265
UKR,RWA,Metals and minerals,0.268,1.958
UKR,SAU,Agricultural products,214794.135,935093
UKR,SAU,Forestry products,1724.003,4672
UKR,SAU,Fossil fuels,55.2,150
UKR,SAU,Metals and minerals,193795.709,561933.288
UKR,SEN,Agricultural products,6402.472,27782.088
UKR,SEN,Fertilizers,4804.108,17449.998
UKR,SEN,Forestry products,29.484,81.831
UKR,SEN,Metals and minerals,56369.069,133607.863
UKR,SRB,Agricultural products,3117.991,2713.052
UKR,SRB,Fertilizers,14081.171,52694.94
UKR,SRB,Forestry products,10067.632,21908.015
UKR,SRB,Fossil fuels,2182.316,14779.365
UKR,SRB,Metals and minerals,147269.646,1674480.574
UKR,SYC,Agricultural products,593.336,322.806
